age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
35,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,181,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,services,divorced,high.school,no,yes,no,telephone,may,fri,228,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,admin.,divorced,university.degree,no,no,no,cellular,may,tue,53,9,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
41,entrepreneur,divorced,professional.course,no,no,yes,cellular,jul,thu,140,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
60,unemployed,married,basic.4y,no,no,no,cellular,nov,thu,627,2,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,1
28,blue-collar,single,basic.6y,no,no,no,cellular,may,wed,863,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
36,unemployed,married,basic.6y,no,yes,no,cellular,nov,thu,46,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
33,self-employed,married,basic.9y,unknown,no,no,cellular,jul,thu,466,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
43,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,220,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
42,services,married,basic.6y,no,no,no,cellular,may,tue,474,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
48,retired,married,basic.9y,no,no,no,telephone,may,wed,262,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
35,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,thu,311,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0
30,services,married,professional.course,no,no,no,cellular,may,mon,66,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
34,services,married,high.school,unknown,yes,no,telephone,jun,thu,396,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
32,admin.,single,university.degree,no,yes,no,cellular,jun,fri,58,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0
43,services,married,basic.9y,no,no,no,telephone,jun,thu,110,17,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
30,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,52,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
38,technician,single,professional.course,no,yes,no,cellular,jul,thu,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
35,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,2122,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
37,technician,single,university.degree,no,yes,no,cellular,jul,mon,164,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
55,admin.,married,high.school,unknown,yes,no,cellular,may,fri,41,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
31,technician,married,university.degree,no,yes,no,telephone,may,wed,285,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
39,management,married,university.degree,no,no,no,telephone,may,mon,431,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
35,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,529,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,1
29,admin.,single,high.school,no,yes,no,cellular,aug,thu,788,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
33,technician,married,high.school,no,no,no,telephone,jul,tue,176,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
34,entrepreneur,married,university.degree,no,yes,yes,telephone,apr,fri,130,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
43,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,93,4,999,2,failure,-1.8,92.893,-46.2,1.327,5099.1,0
27,services,married,university.degree,no,no,no,cellular,may,tue,752,2,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,0
32,admin.,single,university.degree,unknown,no,yes,telephone,jun,fri,13,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,493,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,1
44,technician,single,professional.course,no,yes,yes,cellular,aug,fri,79,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
38,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,mon,136,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
55,technician,married,professional.course,no,no,yes,cellular,may,fri,543,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
35,services,single,high.school,no,yes,no,cellular,may,wed,185,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
38,technician,married,professional.course,unknown,yes,no,telephone,may,tue,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
26,admin.,married,basic.9y,no,no,no,cellular,jul,tue,878,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
29,unemployed,divorced,high.school,no,no,no,cellular,oct,mon,92,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,0
26,admin.,single,university.degree,no,yes,no,telephone,sep,thu,471,1,7,1,success,-3.4,92.379,-29.8,0.809,5017.5,1
24,admin.,single,professional.course,no,no,no,cellular,apr,mon,267,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
31,blue-collar,divorced,high.school,no,no,no,cellular,may,wed,156,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
36,blue-collar,married,high.school,no,no,no,telephone,jun,fri,285,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
46,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri,1649,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
53,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,238,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
44,technician,married,high.school,no,no,no,cellular,may,mon,174,5,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,0
31,services,single,high.school,no,no,no,cellular,apr,fri,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
37,technician,married,professional.course,no,yes,no,cellular,aug,wed,414,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1
41,technician,married,professional.course,no,yes,no,cellular,aug,mon,105,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
46,admin.,single,university.degree,no,yes,no,cellular,may,mon,801,5,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1
46,admin.,married,high.school,no,no,no,cellular,may,wed,124,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
28,admin.,single,high.school,no,yes,no,telephone,may,thu,243,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
51,admin.,single,university.degree,no,yes,no,cellular,aug,tue,179,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
54,technician,married,professional.course,no,no,yes,cellular,jul,thu,268,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
43,technician,married,high.school,no,yes,no,cellular,aug,wed,1363,1,999,0,nonexistent,-1.7,94.027,-38.3,0.903,4991.6,1
40,admin.,single,basic.9y,no,yes,no,cellular,jul,mon,381,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
29,services,married,high.school,no,yes,yes,telephone,jun,fri,121,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,59,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
62,retired,married,university.degree,no,no,no,telephone,sep,wed,595,1,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,0
51,management,married,university.degree,unknown,yes,yes,telephone,jun,wed,567,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
54,unemployed,married,high.school,no,yes,no,cellular,dec,wed,346,1,999,0,nonexistent,-3,92.713,-33,0.721,5023.5,1
29,admin.,married,university.degree,no,yes,no,cellular,dec,mon,116,2,999,1,failure,-3,92.713,-33,0.709,5023.5,0
57,admin.,married,basic.9y,no,no,no,cellular,sep,thu,114,2,999,1,failure,-1.1,94.199,-37.5,0.884,4963.6,0
35,admin.,married,high.school,no,no,yes,telephone,jun,fri,78,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
25,technician,single,university.degree,no,no,no,cellular,jul,tue,460,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
29,admin.,single,high.school,no,unknown,unknown,cellular,may,fri,43,8,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
32,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
52,technician,married,university.degree,no,no,no,cellular,nov,wed,164,1,999,1,failure,-1.1,94.767,-50.8,1.048,4963.6,0
36,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,333,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
38,management,married,high.school,unknown,yes,no,telephone,jun,tue,77,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
35,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,196,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
37,management,married,high.school,no,no,no,cellular,may,fri,292,3,999,0,nonexistent,-1.8,93.876,-40,0.682,5008.7,1
43,services,married,basic.6y,unknown,unknown,unknown,cellular,jul,mon,939,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
31,admin.,married,high.school,no,no,no,cellular,apr,thu,125,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
46,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,services,married,high.school,unknown,no,no,cellular,may,fri,114,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
52,management,divorced,university.degree,no,no,no,telephone,jun,wed,208,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
51,housemaid,married,basic.4y,unknown,no,no,cellular,aug,fri,253,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,apr,mon,534,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
20,student,single,high.school,no,no,no,cellular,apr,mon,1472,1,999,3,failure,-1.8,93.749,-34.6,0.645,5008.7,1
32,technician,single,professional.course,no,yes,yes,cellular,nov,tue,89,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
58,technician,married,professional.course,no,yes,no,telephone,may,thu,57,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
26,management,single,university.degree,no,no,no,telephone,jun,fri,633,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
40,management,divorced,university.degree,no,yes,no,cellular,jun,wed,117,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
36,services,single,basic.9y,no,yes,yes,telephone,may,tue,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
29,services,single,high.school,no,no,no,cellular,jun,wed,725,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,1
82,housemaid,divorced,basic.4y,no,unknown,unknown,cellular,apr,tue,139,6,999,0,nonexistent,-1.8,93.749,-34.6,0.638,5008.7,1
83,retired,married,high.school,no,no,no,cellular,dec,thu,155,1,4,3,success,-3,92.713,-33,0.72,5023.5,1
58,retired,married,university.degree,no,yes,no,cellular,aug,fri,92,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,0
31,management,married,university.degree,no,yes,no,cellular,aug,tue,57,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
29,technician,single,professional.course,no,no,no,cellular,nov,fri,161,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
58,retired,married,unknown,unknown,yes,no,telephone,jul,mon,22,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
42,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,306,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
33,admin.,single,university.degree,no,no,no,cellular,jun,wed,254,1,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,0
56,management,married,professional.course,no,no,no,cellular,dec,wed,124,1,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,0
55,admin.,married,university.degree,no,yes,no,cellular,apr,thu,211,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
54,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,53,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
60,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,mon,575,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
24,student,single,high.school,no,unknown,unknown,cellular,jun,thu,282,3,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,1
44,management,single,high.school,no,yes,no,cellular,may,mon,504,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
30,technician,single,university.degree,no,no,yes,cellular,aug,fri,197,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
51,unemployed,married,basic.9y,unknown,yes,no,telephone,may,wed,360,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
56,unemployed,divorced,basic.4y,no,no,yes,cellular,oct,fri,363,2,5,3,success,-1.1,94.601,-49.5,0.972,4963.6,1
46,management,married,high.school,no,yes,yes,cellular,aug,wed,1456,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
22,services,single,high.school,no,yes,no,cellular,jun,mon,147,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
39,retired,single,basic.6y,unknown,yes,no,cellular,may,wed,466,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
50,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,586,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
38,blue-collar,single,unknown,unknown,no,yes,telephone,may,wed,70,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
46,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,792,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1
41,housemaid,married,basic.6y,no,no,no,telephone,may,wed,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
56,retired,married,basic.9y,unknown,yes,no,telephone,jun,thu,60,20,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
30,technician,married,university.degree,no,no,no,telephone,may,fri,282,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
36,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,865,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
51,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,254,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
39,housemaid,married,university.degree,no,no,no,telephone,jun,wed,68,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
27,technician,married,professional.course,no,yes,yes,telephone,may,thu,289,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
36,technician,single,professional.course,no,no,no,cellular,may,wed,45,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
34,technician,married,basic.9y,no,no,no,cellular,may,mon,798,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
43,housemaid,divorced,basic.6y,unknown,no,yes,cellular,jul,thu,53,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30,admin.,single,university.degree,no,yes,yes,cellular,may,fri,191,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
40,self-employed,married,basic.9y,no,yes,yes,cellular,apr,mon,64,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
34,admin.,divorced,high.school,no,no,no,cellular,apr,tue,446,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
47,retired,married,basic.4y,no,unknown,unknown,telephone,nov,mon,70,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
31,technician,single,university.degree,no,yes,no,cellular,may,thu,259,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
30,admin.,married,university.degree,no,no,no,telephone,may,mon,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
46,technician,married,professional.course,no,yes,no,cellular,nov,mon,110,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
47,entrepreneur,married,basic.6y,unknown,no,no,telephone,aug,wed,244,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
49,self-employed,married,high.school,no,no,no,cellular,may,fri,532,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
48,management,married,university.degree,unknown,yes,no,cellular,aug,fri,207,3,999,1,failure,-2.9,92.201,-31.4,0.825,5076.2,0
40,technician,married,university.degree,unknown,no,no,telephone,may,thu,66,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
25,services,single,high.school,no,yes,no,cellular,may,thu,239,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
51,blue-collar,divorced,basic.6y,unknown,no,no,telephone,may,tue,518,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,242,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,0
41,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,314,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
42,management,married,university.degree,no,no,no,telephone,may,mon,426,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,218,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
34,services,married,high.school,no,yes,no,telephone,may,mon,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,self-employed,married,professional.course,no,no,no,cellular,nov,tue,1788,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,1
34,technician,divorced,professional.course,no,no,no,cellular,jul,wed,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
41,admin.,married,university.degree,no,no,no,cellular,jul,tue,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,240,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
38,admin.,married,university.degree,no,no,no,cellular,aug,mon,431,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
34,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,728,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
27,housemaid,married,basic.6y,no,no,no,cellular,may,mon,608,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1
37,technician,married,professional.course,no,no,no,telephone,may,tue,253,16,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
42,technician,married,university.degree,no,yes,no,cellular,aug,thu,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
49,self-employed,divorced,university.degree,no,no,yes,cellular,jul,wed,207,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
29,blue-collar,married,unknown,no,yes,no,cellular,jul,wed,167,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
37,blue-collar,married,high.school,no,no,no,telephone,jun,thu,280,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
42,technician,married,high.school,no,yes,no,cellular,apr,thu,163,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
35,management,married,university.degree,no,no,no,cellular,jun,tue,136,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1
34,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,278,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
51,admin.,married,high.school,no,yes,no,cellular,may,fri,514,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
41,blue-collar,married,basic.4y,no,no,yes,telephone,may,wed,99,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,admin.,married,university.degree,no,yes,no,telephone,may,wed,153,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,technician,single,professional.course,unknown,no,yes,telephone,jun,thu,127,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
29,admin.,single,professional.course,no,yes,no,cellular,apr,thu,130,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
33,blue-collar,single,professional.course,no,yes,no,cellular,apr,thu,652,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
46,services,married,high.school,no,no,no,cellular,apr,mon,124,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
37,self-employed,married,basic.9y,no,yes,no,telephone,may,thu,65,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
36,admin.,married,high.school,no,no,no,cellular,may,mon,119,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1
30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1109,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1
49,technician,single,university.degree,unknown,yes,no,telephone,may,wed,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
49,blue-collar,married,basic.6y,no,no,no,telephone,oct,wed,11,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,0
21,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,2078,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
53,technician,married,high.school,no,yes,no,cellular,aug,wed,329,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
35,management,married,university.degree,no,yes,no,cellular,aug,mon,69,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
55,retired,married,high.school,no,yes,yes,cellular,jul,tue,394,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
58,retired,married,high.school,no,yes,no,cellular,aug,tue,242,6,3,1,success,-2.9,92.201,-31.4,0.838,5076.2,1
30,technician,single,professional.course,no,no,no,telephone,jun,tue,19,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
50,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,21,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
33,technician,married,high.school,unknown,yes,no,telephone,jun,mon,119,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
46,admin.,single,university.degree,no,no,no,cellular,aug,wed,377,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
64,retired,married,basic.4y,no,unknown,unknown,telephone,aug,fri,245,3,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,1
37,technician,single,professional.course,no,no,yes,cellular,aug,wed,175,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
40,admin.,married,university.degree,no,no,no,cellular,apr,thu,815,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
34,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,52,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
47,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,234,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
57,retired,married,professional.course,no,yes,no,cellular,jun,mon,166,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1
44,unemployed,married,professional.course,unknown,no,no,cellular,aug,thu,105,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
34,admin.,single,university.degree,no,yes,no,cellular,mar,thu,910,2,6,3,success,-1.8,93.369,-34.8,0.643,5008.7,1
48,admin.,married,high.school,unknown,yes,no,cellular,jul,thu,182,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
37,services,married,high.school,no,yes,no,telephone,may,mon,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
27,technician,single,high.school,no,no,no,cellular,may,thu,64,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
36,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,134,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
18,student,single,basic.6y,no,no,yes,cellular,oct,fri,368,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,1
36,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
56,management,married,professional.course,no,no,no,cellular,jul,wed,291,2,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,0
32,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,452,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
44,admin.,married,university.degree,no,yes,no,cellular,oct,mon,252,1,999,0,nonexistent,-1.1,94.601,-49.5,1,4963.6,1
31,admin.,single,university.degree,no,yes,no,cellular,nov,fri,36,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
34,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,265,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0
49,admin.,divorced,basic.9y,no,no,no,cellular,jul,wed,39,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
56,blue-collar,married,high.school,no,yes,no,cellular,aug,thu,69,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
33,services,single,high.school,no,yes,no,cellular,aug,mon,486,1,999,2,failure,-1.7,94.027,-38.3,0.898,4991.6,0
30,admin.,single,high.school,no,no,no,cellular,may,wed,177,1,13,1,success,-1.8,93.876,-40,0.682,5008.7,0
43,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,tue,141,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
27,admin.,married,high.school,unknown,no,no,telephone,may,wed,173,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
53,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,893,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
36,technician,married,basic.4y,no,no,no,cellular,jul,mon,854,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
29,technician,single,university.degree,no,no,no,cellular,nov,mon,240,1,4,1,success,-1.1,94.767,-50.8,1.05,4963.6,0
41,technician,married,university.degree,no,yes,no,cellular,aug,tue,95,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,thu,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
34,technician,married,high.school,no,yes,no,cellular,aug,thu,221,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
41,unemployed,married,high.school,no,yes,yes,cellular,sep,wed,175,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1
53,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,358,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
